audio;sentence;comment;MOS_pred;grade
051_04349_20231005T153831.wav;Pień trzewny, tętnica krezkowa i lewa tętnica nerkowa od światła fałszywego, niedokrwienie lewej nerki, obecnie nadal bóle w klatce piersiowej.;;3.7300892;3
051_04350_20231005T153847.wav;Okresowo mroczki, z powodu świeżych zmian i cech niestabilności rozwarstwienia, w trakcie hospitalizacji, nie redukuję leczenia hipotensyjnego. Na razie bardzo oszczędzający tryb życia, bez modyfikacji leczenia.;;2.6714776;3
051_04351_20231005T153856.wav;Uczulenie na salicylany, silna reakcja zdarzyła się podczas zabiegu operacyjnego.;trzaski;3.3244467;2
051_04352_20231005T153907.wav;Tomografia komputerowa głowy była robiona z powodu przejściowych dolegliwości w głowie oraz nadwrażliwości na dźwięki.;;2.9496822;3
051_04353_20231005T153919.wav;Diagnostyka w kierunku infekcyjnego zapalenia wsierdzia negatywna. Zaostrzenie łuszczycowego zapalenia stawów, poza tym łuszczyca skóry.;uderzenia;3.0602038;2
051_04354_20231005T153936.wav;W wywiadzie przewlekła sterydoterapia, choroba zwyrodnieniowa stawów i zaostrzenie przewlekłej niewydolności nerek. Stan po zawale nerki prawej, a także stan po implantacji zastawki mechanicznej aortalnej i mitralnej.;;2.5613432;3
051_04355_20231005T153948.wav;Zmiany naczyniopochodne w obu półkulach mózgu z powodu guza cewkowego. W wywiadzie anemia normocytarna, astma oskrzelowa i choroba wrzodowa.;;3.6058278;3
051_04356_20231005T154351.wav;W wywiadzie przepuklina rozworu przełykowego przepony, żylaki odbytu i torbiel wątroby, poza tym tętniak pnia strzałkowo-piszczelowego kończyny dolnej prawej, Hashimoto oraz astma oskrzelowa po odczulaniach w latach 80.;;2.5513163;3
051_04357_20231005T154400.wav;W wywiadzie wole guzkowe tarczycy, zmiany zwyrodnieniowe kręgosłupa, stan po reanimacji.;;2.6159117;3
051_04358_20231005T154418.wav;W wywiadzie usunięcie wyrostka robaczkowego, artroskopia prawego kolana, alloplastyka prawego kolana i alloplastyka stawu kolanowego lewego, poza tym nikotynizm. Stan po cystoprostatektomii z powodu nowotworu.;trzaski;2.1649394;3
051_04359_20231005T154432.wav;W wykonanym PSG stwierdzono OBS z AHI 15,2. Zlecam protezowanie, przymiarkę i edukację. Wizyta pierwszorazowa.;;3.1660273;3
051_04360_20231005T154441.wav;Wyrostek robaczkowy z perforacją po operacji. W wigilię zemdlała z utratą przytomności i charczeniem.;;3.842436;3
051_04361_20231005T154451.wav;Pacjentka ma 66 lat, dotychczas była zdrowa, suplementuje jedynie witaminę D.;;2.640295;3
051_04362_20231005T154506.wav;Z uwagi na podwyższone wartości D-dimerów wykonano tomografię komputerową naczyń krwionośnych, bez zatorowości. W tomografii komputerowej głowy wyszły cechy przewlekłej niedostateczności krążenia mózgowego.;;3.0879765;3
051_04363_20231005T154513.wav;Przerost sigmoidalny podstawnego segmentu przegrody.;;4.03225;3
051_04364_20231005T154527.wav;Operacja zaćmy i usunięcie polipa szyjki macicy. Dziś w gabinecie także wyrażony efekt białego fartucha. Cichy szmer skurczowy w punkcie Erba.;;2.7023392;3
051_04365_20231005T154537.wav;W wywiadzie ostatnia miesiączka i szpiczak,a także zespół niespokojnych nóg pod opieką neurologa.;;3.5496168;3
051_04366_20231005T154556.wav;Na liście zabiegów operacyjnych znajduje się usunięcie macicy z przydatkami i usunięcie oponiaka.;;3.8501577;3
051_04367_20231005T154608.wav;Depresja w trakcie zaostrzenia. Od czasu wypadku komunikacyjnego z ciężkim złamaniem podudzia prawego odczuwa bóle kończyny dolnej prawej.;;3.094599;3
051_04368_20231005T154616.wav;OBS do terapii PAP. Zlecam przymiarkę .;;3.1806958;3
051_04369_20231005T154631.wav;W wykonanym PSG stwierdzono OBS w postaci ciężkiej z AHI 65,8. Zlecam protezowanie, przymiarkę i edukację. Leki jak dotychczas.;;2.5586886;3
051_04371_20231005T154718.wav;Po 10 miligramach zbyt duży spadek ciśnienia, w pomiarach domowych od 150 do 160 na 75, akcja serca 82-84.;;3.3693335;3
051_04372_20231005T154743.wav;Obturacyjny bezdech senny - AHI 9,1. Przewlekły zespół wieńcowy, niewydolność tarczycy, cukrzyca typu drugiego, nadciśnienie tętnicze, otyłość, BMI 38,7. Pacjentka pierwszorazowa, zgłasza chrapanie i wielokrotne budzenie się w nocy.;ziewanie czyjeś w tle;3.092753;2
051_04373_20231005T154806.wav;Tolerancja wysiłku dość słaba. Na pierwsze piętro wchodzi bez przystawania. Czasem zdarzają się kołatania serca, często w nocy.;;3.3109567;3
051_04374_20231005T154825.wav;Podejrzenie OBS, 165 centymetrów, w ABPM bez nadciśnienia. Pacjentka z typowym fenotypem z podejrzeniem OBS - zlecam PSG w ABPM bez nadciśnienia tętniczego.;;3.3562574;3
